part_number,mlfb,productos,description
3RE54612LA329AN6,MX4:3RE54612LA329AN6,3RE54612LA329AN6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 125
3RE54613LA339AN6,MX4:3RE54613LA339AN6,3RE54613LA339AN6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 150
3RE54311GA419AR6,MX4:3RE54311GA419AR6,3RE54311GA419AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 20
3RE54312GA429AR6,MX4:3RE54312GA429AR6,3RE54312GA429AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 30
3RE54413GA439AR6,MX4:3RE54413GA439AR6,3RE54413GA439AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 40
3RE54414GA449AR6,MX4:3RE54414GA449AR6,3RE54414GA449AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 50
3RE54515GA459AR6,MX4:3RE54515GA459AR6,3RE54515GA459AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 60
3RE54511HA469AR6,MX4:3RE54511HA469AR6,3RE54511HA469AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 75
3RE54512HA479AR6,MX4:3RE54512HA479AR6,3RE54512HA479AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 100
3RE54513HA489AR6,MX4:3RE54513HA489AR6,3RE54513HA489AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 125
3RE54614HA499AR6,MX4:3RE54614HA499AR6,3RE54614HA499AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 150
3RE54611LA519AR6,MX4:3RE54611LA519AR6,3RE54611LA519AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 200
3RE54612LA529AR6,MX4:3RE54612LA529AR6,3RE54612LA529AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 250
3RE54613LA539AR6,MX4:3RE54613LA539AR6,3RE54613LA539AR6,ARRANCADOR CON TENSIÓN REDUCIDA PARA 300
A7B10000002658,MX4:A7B10000002658,A7B10000002658,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002660,MX4:A7B10000002660,A7B10000002660,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002662,MX4:A7B10000002662,A7B10000002662,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002664,MX4:A7B10000002664,A7B10000002664,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002666,MX4:A7B10000002666,A7B10000002666,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002668,MX4:A7B10000002668,A7B10000002668,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002670,MX4:A7B10000002670,A7B10000002670,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002659,MX4:A7B10000002659,A7B10000002659,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002661,MX4:A7B10000002661,A7B10000002661,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002663,MX4:A7B10000002663,A7B10000002663,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002665,MX4:A7B10000002665,A7B10000002665,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002667,MX4:A7B10000002667,A7B10000002667,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002669,MX4:A7B10000002669,A7B10000002669,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002671,MX4:A7B10000002671,A7B10000002671,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002672,MX4:A7B10000002672,A7B10000002672,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
A7B10000002673,MX4:A7B10000002673,A7B10000002673,PIEZA DE REPUESTO DE AUTOTRANSFORMADOR P
3RE55111FE121BB1,3RE5511-1FE12-1BB1,3RE55111FE121BB1,SOFT STARTER SIRIUS 3RW30131BB14 METALLI
3RE55111HE141BB1,3RE5511-1HE14-1BB1,3RE55111HE141BB1,SOFT STARTER SIRIUS 3RW30141BB14 METALLI
3RE55111JE161BB1,3RE5511-1JE16-1BB1,3RE55111JE161BB1,SOFT STARTER SIRIUS 3RW30161BB14 METALLI
3RE55111KE181BB1,3RE5511-1KE18-1BB1,3RE55111KE181BB1,SOFT STARTER SIRIUS 3RW30171BB14 METALLI
3RE55114BE211BB1,3RE5511-4BE21-1BB1,3RE55114BE211BB1,SOFT STARTER SIRIUS 3RW30181BB14 METALLI
3RE55114DE241BB1,3RE5511-4DE24-1BB1,3RE55114DE241BB1,SOFT STARTER SIRIUS 3RW30261BB14 METALLI
3RE55114EE261BB1,3RE5511-4EE26-1BB1,3RE55114EE261BB1,SOFT STARTER SIRIUS 3RW30271BB14 METALLI
3RE55114FE271BB1,3RE5511-4FE27-1BB1,3RE55114FE271BB1,SOFT STARTER SIRIUS 3RW30281BB14 METALLI
3RE55114WE281BB1,3RE5511-4WE28-1BB1,3RE55114WE281BB1,SOFT STARTER SIRIUS 3RW30361BB14 METALLI
3RE55114JE311BB1,3RE5511-4JE31-1BB1,3RE55114JE311BB1,SOFT STARTER SIRIUS 3RW30371BB14 METALLI
3RE55114KE311BB1,3RE5511-4KE31-1BB1,3RE55114KE311BB1,SOFT STARTER SIRIUS 3RW30381BB14 METALLI
3RE55114YE331BB1,3RE5511-4YE33-1BB1,3RE55114YE331BB1,SOFT STARTER SIRIUS 3RW30461BB14 METALLI
3RE55114ME351BB1,3RE5511-4ME35-1BB1,3RE55114ME351BB1,SOFT STARTER SIRIUS 3RW30471BB14 METALLI
A7B10000046124,MX4:3RE56212AA269AK6,A7B10000046124,3RW (K3RW40281BB14) 25HP/440V
A7B10000046128,MX4:3RE56313BA369AK6,A7B10000046128,"ARRANCADOR SUAVE SIRIUS, S2, 3RW40381BB"
A7B10000046129,MX4:3RE56414CA459AK6,A7B10000046129,"ARRANCADOR SUAVE SIRIUS, S3 3RW40461BB1"
A7B10000046130,MX4:3RE56414DA459AK6,A7B10000046130,3RW (K3RW40471BB14) 60HP/440V
14FUF32AA,US2:14FUF32AA,US2:14FUF32AA,STARTERFVNR SZ213-52AMPSOPEN120/240V
14FUF32AC,US2:14FUF32AC,US2:14FUF32AC,STARTERFVNR SZ213-52AMPSOPEN240/480V
14IUH32AA,US2:14IUH32AA,US2:14IUH32AA,STARTERFVNR SZ3 1/250-200AMPSOPEN120
14JUH32AA,US2:14JUH32AA,US2:14JUH32AA,STARTERFVNR SZ450-200AMPSOPEN120/240
14JUH32AC,US2:14JUH32AC,US2:14JUH32AC,STARTERFVNR SZ450-200AMPSOPEN240/480
14LPU32AF,US2:14LPU32AF,US2:14LPU32AF,STARTER-FVNRSZ53PHOPN120V55-250A
14DUE32BA,US2:14DUE32BA,US2:14DUE32BA,STARTERFVNR SZ110-40AMPSN1120/240V
14DUE32BC,US2:14DUE32BC,US2:14DUE32BC,STARTERFVNR SZ110-40AMPSN1240/480V
14EUE32BA,US2:14EUE32BA,US2:14EUE32BA,STARTERFVNR SZ1 3/410-40AMPSN1120/24
14EUE32BC,US2:14EUE32BC,US2:14EUE32BC,STARTERFVNR SZ1 3/410-40AMPSN1240/48
14IUH32BA,US2:14IUH32BA,US2:14IUH32BA,STARTERFVNR SZ3 1/250-200AMPSN1120/2
14IUH32BC,US2:14IUH32BC,US2:14IUH32BC,STARTERFVNR SZ3 1/250-200AMPSN1240/4
14JUH32BA,US2:14JUH32BA,US2:14JUH32BA,STARTERFVNR SZ450-200AMPSN1120/240V
14JUH32BC,US2:14JUH32BC,US2:14JUH32BC,STARTERFVNR SZ450-200AMPSN1240/480V
14BUC32AA,US2:14BUC32AA,US2:14BUC32AA,NONREVERSING MOTOR STARTER SIZE 00 THRE
14BUC32AC,US2:14BUC32AC,US2:14BUC32AC,NONREVERSING MOTOR STARTER SIZE 00 THRE
14CUC32AA,US2:14CUC32AA,US2:14CUC32AA,"STARTER,FVNR SZ0,312AMPS,OPEN,"
14CUC32AC,US2:14CUC32AC,US2:14CUC32AC,NONREVERSING MOTOR STARTER SIZE 0 THREE
14DUE32AA,US2:14DUE32AA,US2:14DUE32AA,"STARTER,FVNR SZ1,1040AMPS,OPEN"
14DUE32AC,US2:14DUE32AC,US2:14DUE32AC,NONREVERSING MOTOR STARTER SIZE 1 THREE
14EUE32AA,US2:14EUE32AA,US2:14EUE32AA,"STARTER,FVNR SZ1 3/4,1040AMPS,"
14EUE32AC,US2:14EUE32AC,US2:14EUE32AC,NONREVERSING MOTOR STARTER SIZE 1  3/4
14GUG32AA,US2:14GUG32AA,US2:14GUG32AA,"STARTER,FVNR SZ2 1/2,25100AMPS"
14GUG32AC,US2:14GUG32AC,US2:14GUG32AC,NONREVERSING MOTOR STARTER SIZE 2  1/2
14HUG32AA,US2:14HUG32AA,US2:14HUG32AA,NONREVERSING MOTOR STARTER SIZE 3 THREE
14HUG32AC,US2:14HUG32AC,US2:14HUG32AC,"STARTER,FVNR SZ3,25100AMPS,OPE"
14LPU32AG,US2:14LPU32AG,US2:14LPU32AG,"STARTERFVNR,SZ5,3PH,OPN,240V,5"
14LPU32AH,US2:14LPU32AH,US2:14LPU32AH,NONREVERSING MOTOR STARTER SIZE 5 THREE
14CUC320A,US2:14CUC320A,US2:14CUC320A,"STARTER,FVNR SZ0,312AMPS,N12/3"
14CUC320C,US2:14CUC320C,US2:14CUC320C,"STARTER,FVNR SZ0,312AMPS,N12/3"
14DUE320A,US2:14DUE320A,US2:14DUE320A,"STARTER,FVNR SZ1,1040AMPS,N12/3R,120/24"
14DUE320C,US2:14DUE320C,US2:14DUE320C,"STARTER,FVNR SZ1,1040AMPS,N12/3R,240/48"
14GUG320A,US2:14GUG320A,US2:14GUG320A,"STARTER,FVNR SZ2 1/2,25100AMPS,N12/3R,1"
14GUG320C,US2:14GUG320C,US2:14GUG320C,"STARTER,FVNR SZ2 1/2,25100AMPS,N12/3R,2"
14BUC32BA,US2:14BUC32BA,US2:14BUC32BA,NONREVERSING MOTOR STARTER SIZE 00 THRE
14BUC32BC,US2:14BUC32BC,US2:14BUC32BC,NONREVERSING MOTOR STARTER SIZE 00 THRE
14CUC32BA,US2:14CUC32BA,US2:14CUC32BA,NONREVERSING MOTOR STARTER
14CUC32BC,US2:14CUC32BC,US2:14CUC32BC,"STARTER,FVNR SZ0,312AMPS,N1,240/480V"
14FUF32BA,US2:14FUF32BA,US2:14FUF32BA,"STARTER,FVNR SZ2,1352AMPS,N1,120/240V"
14FUF32BC,US2:14FUF32BC,US2:14FUF32BC,"STARTER,FVNR SZ2,1352AMPS,N1,2"
14GUG32BA,US2:14GUG32BA,US2:14GUG32BA,"STARTER,FVNR SZ2 1/2,25100AMPS,N1,120/2"
14GUG32BC,US2:14GUG32BC,US2:14GUG32BC,"STARTER,FVNR SZ2 1/2,25100AMPS,N1,240/4"
14HUG32BA,US2:14HUG32BA,US2:14HUG32BA,"STARTER,FVNR SZ3,25100AMPS,N1,"
14HUG32BC,US2:14HUG32BC,US2:14HUG32BC,"STARTER,FVNR SZ3,25100AMPS,N1,"
14LPU32BF,US2:14LPU32BF,US2:14LPU32BF,NONREVERSING MOTOR STARTER SIZE 5 THREE
14LPU32BG,US2:14LPU32BG,US2:14LPU32BG,NONREVERSING MOTOR STARTER SIZE 5 THREE
14LPU32BH,US2:14LPU32BH,US2:14LPU32BH,NONREVERSING MOTOR STARTER SIZE 5 THREE
22BUC32BA,US2:22BUC32BA,US2:22BUC32BA,STARTERFVR SZ003-12AMPSN1120/240V
22BUC32BC,US2:22BUC32BC,US2:22BUC32BC,"STARTER,FVR,S00,SSOLR,240/480VA"
22CUC32BA,US2:22CUC32BA,US2:22CUC32BA,"STARTER,FVR SZ0,312AMPS,N1,120 STARTER,"
22CUC32BC,US2:22CUC32BC,US2:22CUC32BC,"REVERSING MOTOR STARTER, SIZE 0, THREE P"
22DUE32BA,US2:22DUE32BA,US2:22DUE32BA,"REVERSING MOTOR STARTER, SIZE 1, THREE P"
22DUE32BC,US2:22DUE32BC,US2:22DUE32BC,"REVERSING MOTOR STARTER, SIZE 1, THREE P"
22EUE32BA,US2:22EUE32BA,US2:22EUE32BA,"STARTER,FVR SZ1 3/4,1040AMPS,N STARTER,"
22EUE32BC,US2:22EUE32BC,US2:22EUE32BC,"REVERSING MOTOR STARTER, SIZE 1 3/4, THR"
22FUF32BA,US2:22FUF32BA,US2:22FUF32BA,"REVERSING MOTOR STARTER, SIZE 2, THREE P"
22FUF32BC,US2:22FUF32BC,US2:22FUF32BC,"REVERSING MOTOR STARTER, SIZE 2, THREE P"
22GUG32BA,US2:22GUG32BA,US2:22GUG32BA,STARTERFVR SZ2 1/225-100AMPSN1120/24
22GUG32BC,US2:22GUG32BC,US2:22GUG32BC,"REVERSING MOTOR STARTER, SIZE 2 1/2, THR"
22HUG32BA,US2:22HUG32BA,US2:22HUG32BA,"STARTER,FVR SZ3,25100AMPS,N1,1 STARTER,"
22HUG32BC,US2:22HUG32BC,US2:22HUG32BC,"REVERSING MOTOR STARTER, SIZE 3, THREE P"
22IUH32BA,US2:22IUH32BA,US2:22IUH32BA,STARTERFVR SZ3 1/250-200AMPSN1120/24
22IUH32BH,US2:22IUH32BH,US2:22IUH32BH,STARTERFVR SZ3 1/250-200AMPSN1480V
22JUH32BA,US2:22JUH32BA,US2:22JUH32BA,STARTERFVR SZ450-200AMPSN1120/240V
22JUH32BH,US2:22JUH32BH,US2:22JUH32BH,STARTERFVR SZ450-200AMPSN1480V
22LPU32BF,US2:22LPU32BF,US2:22LPU32BF,STARTER-FVRSZ555-250A3PHN1120V
22LPU32BG,US2:22LPU32BG,US2:22LPU32BG,STARTERFVRS5SSOLR240VAC/DCN1
22LPU32BH,US2:22LPU32BH,US2:22LPU32BH,STARTER-FVRSZ53PHN1575V
MMSKG1A,US2:MMSKG1A,US2:MMSKG1A,"MANUAL SWITCH,TOGGLE,2P,115VAC"
MMSKG1B,US2:MMSKG1B,US2:MMSKG1B,"MANUAL SWITCH,TOGGLE,2P,230VAC"
3RW30131BB14,3RW3013-1BB14,3RW30131BB14,"ARRANCADOR SUAVE SIRIUS S00 3,6 A, 1,5 K"
3RW30141BB14,3RW3014-1BB14,3RW30141BB14,"ARRANCADOR SUAVE SIRIUS S00 6,5 A, 3 KW/"
3RW30161BB14,3RW3016-1BB14,3RW30161BB14,"ARRANCADOR SUAVE SIRIUS S00 9 A, 4 KW/40"
3RW30171BB14,3RW3017-1BB14,3RW30171BB14,"ARRANCADOR SUAVE SIRIUS S00 12,5 A, 5,5"
3RW30181BB14,3RW3018-1BB14,3RW30181BB14,"ARRANCADOR SUAVE SIRIUS S00 17,6 A, 7,5"
3RW30261BB14,3RW3026-1BB14,3RW30261BB14,"ARRANCADOR SUAVE SIRIUS S0 25 A, 11 KW/4"
3RW30271BB14,3RW3027-1BB14,3RW30271BB14,"ARRANCADOR SUAVE SIRIUS S0 32 A, 15 KW/4"
3RW30281BB14,3RW3028-1BB14,3RW30281BB14,"ARRANCADOR SUAVE SIRIUS S0 38 A, 18,5 KW"
3RW30361BB14,3RW3036-1BB14,3RW30361BB14,"ARRANCADOR SUAVE SIRIUS S2 45 A, 22 KW/4"
3RW30371BB14,3RW3037-1BB14,3RW30371BB14,"ARRANCADOR SUAVE SIRIUS S2 63 A, 30 KW/4"
3RW30381BB14,3RW3038-1BB14,3RW30381BB14,"ARRANCADOR SUAVE SIRIUS S2 72 A, 37 KW/4"
3RW30461BB14,3RW3046-1BB14,3RW30461BB14,"ARRANCADOR SUAVE SIRIUS S3 80 A, 45 KW/4"
3RW30471BB14,3RW3047-1BB14,3RW30471BB14,"ARRANCADOR SUAVE SIRIUS S3 106 A, 55 KW/"
3RW40241BB14,3RW4024-1BB14,3RW40241BB14,"ARRANCADOR SUAVE SIRIUS S0 12,5 A, 5,5 K"
3RW40261BB14,3RW4026-1BB14,3RW40261BB14,"ARRANCADOR SUAVE SIRIUS S0 25 A, 11 KW/4"
3RW40271BB14,3RW4027-1BB14,3RW40271BB14,"ARRANCADOR SUAVE SIRIUS S0 32 A, 15 KW/4"
3RW40281BB14,3RW4028-1BB14,3RW40281BB14,"ARRANCADOR SUAVE SIRIUS S0 38 A, 18,5 KW"
3RW40361BB14,3RW4036-1BB14,3RW40361BB14,"ARRANCADOR SUAVE SIRIUS S2 45 A, 22 KW/4"
3RW40371BB14,3RW4037-1BB14,3RW40371BB14,"ARRANCADOR SUAVE SIRIUS S2 63 A, 30 KW/4"
3RW40381BB14,3RW4038-1BB14,3RW40381BB14,"ARRANCADOR SUAVE SIRIUS S2 72 A, 37 KW/4"
3RW40461BB14,3RW4046-1BB14,3RW40461BB14,"ARRANCADOR SUAVE SIRIUS S3 80 A, 45 KW/4"
3RW40471BB14,3RW4047-1BB14,3RW40471BB14,"ARRANCADOR SUAVE SIRIUS S3 106 A, 55 KW"
3RW49288VB00,3RW4928-8VB00,3RW49288VB00,VENTILADOR PARA ARRANCADORES SUAVES SIRI
3RW49478VB00,3RW4947-8VB00,3RW49478VB00,VENTILADOR PARA ARRANCADORES SUAVES SIRI
3UF79320BA000,3UF7932-0BA00-0,3UF79320BA000,"CABLE DE ENLACE LONGITUD 0,5 M, REDONDO,"
3ZS13206CE150YB5,3ZS1320-6CE15-0YB5,3ZS13206CE150YB5,SIRIUS Soft Starter ES V19 Professional
3RW50556AB14,3RW5055-6AB14,3RW50556AB14,"SIRIUS SOFT STARTER 200480 V 143 A, 110"
3RW50566AB14,3RW5056-6AB14,3RW50566AB14,"SIRIUS SOFT STARTER 200480 V 171 A, 110"
3RW50726AB14,3RW5072-6AB14,3RW50726AB14,"SIRIUS SOFT STARTER 200480 V 210 A, 110"
3RW50736AB14,3RW5073-6AB14,3RW50736AB14,"SIRIUS SOFT STARTER 200480 V 250 A, 110"
3RW50746AB14,3RW5074-6AB14,3RW50746AB14,"SIRIUS SOFT STARTER 200480 V 315 A, 110"
3RW50766AB14,3RW5076-6AB14,3RW50766AB14,"SIRIUS SOFT STARTER 200480 V 470 A, 110"
3RW50776AB14,3RW5077-6AB14,3RW50776AB14,"SIRIUS SOFT STARTER 200480 V 570 A, 110"
3RW52131AC14,3RW5213-1AC14,3RW52131AC14,3RW52 480V 13A 110250V SCREW ANALOG
3RW52141AC14,3RW5214-1AC14,3RW52141AC14,"SIRIUS SOFT STARTER 200480 V 18 A, 110"
3RW52151AC14,3RW5215-1AC14,3RW52151AC14,"SIRIUS SOFT STARTER 200480 V 25 A, 110"
3RW52161AC14,3RW5216-1AC14,3RW52161AC14,"SIRIUS SOFT STARTER 200480 V 32 A, 110"
3RW52171AC14,3RW5217-1AC14,3RW52171AC14,"SIRIUS SOFT STARTER 200480 V 38 A, 110"
3RW52241AC14,3RW5224-1AC14,3RW52241AC14,"SIRIUS SOFT STARTER 200480 V 47 A, 110"
3RW52251AC14,3RW5225-1AC14,3RW52251AC14,"SIRIUS SOFT STARTER 200480 V 63 A, 110"
3RW52261AC14,3RW5226-1AC14,3RW52261AC14,"SIRIUS SOFT STARTER 200480 V 77 A, 110"
3RW52271AC14,3RW5227-1AC14,3RW52271AC14,"SIRIUS SOFT STARTER 200480 V 93 A, 110"
3RW52346AC14,3RW5234-6AC14,3RW52346AC14,3RW52 480V 113A 110250V SCREW ANALOG
3RW52356AC14,3RW5235-6AC14,3RW52356AC14,"SIRIUS SOFT STARTER 200480 V 143 A, 110"
3RW52366AC14,3RW5236-6AC14,3RW52366AC14,"SIRIUS SOFT STARTER 200480 V 171 A, 110"
3RW52436AC14,3RW5243-6AC14,3RW52436AC14,"SIRIUS SOFT STARTER 200480 V 210 A, 110"
3RW52446AC14,3RW5244-6AC14,3RW52446AC14,3RW52 480V 250A 110250V SCREW ANALOG
3RW52456AC14,3RW5245-6AC14,3RW52456AC14,3RW52 480V 315A 110250V SCREW ANALOG
3RW52466AC14,3RW5246-6AC14,3RW52466AC14,3RW52 480V 370A 110250V SCREW ANALOG
3RW52476AC14,3RW5247-6AC14,3RW52476AC14,"SIRIUS SOFT STARTER 200480 V 470 A, 110"
3RW52486AC14,3RW5248-6AC14,3RW52486AC14,3RW52 480V 570A 110250V SCREW ANALOG
3RW55131HA14,3RW5513-1HA14,3RW55131HA14,3RW55 480V 13A 110250V SCREW
3RW55141HA14,3RW5514-1HA14,3RW55141HA14,"SIRIUS SOFT STARTER 200480 V 18 A, 110"
3RW55151HA14,3RW5515-1HA14,3RW55151HA14,"SIRIUS SOFT STARTER 200480 V 25 A, 110"
3RW55161HA14,3RW5516-1HA14,3RW55161HA14,"SIRIUS SOFT STARTER 200480 V 32 A, 110"
3RW55171HA14,3RW5517-1HA14,3RW55171HA14,"SIRIUS SOFT STARTER 200480 V 38 A, 110"
3RW55241HA14,3RW5524-1HA14,3RW55241HA14,"SIRIUS SOFT STARTER 200480 V 47 A, 110"
3RW55251HA14,3RW5525-1HA14,3RW55251HA14,3RW55 480V 63A 110250V SCREW
3RW55261HA14,3RW5526-1HA14,3RW55261HA14,"SIRIUS SOFT STARTER 200480 V 77 A, 110"
3RW55271HA14,3RW5527-1HA14,3RW55271HA14,"SIRIUS SOFT STARTER 200480 V 93 A, 110"
3RW55346HA14,3RW5534-6HA14,3RW55346HA14,3RW55 480V 113A 110250V SCREW
3RW55356HA14,3RW5535-6HA14,3RW55356HA14,"SIRIUS SOFT STARTER 200480 V 143 A, 110"
3RW55366HA14,3RW5536-6HA14,3RW55366HA14,"SIRIUS SOFT STARTER 200480 V 171 A, 110"
3RW55436HA14,3RW5543-6HA14,3RW55436HA14,"SIRIUS SOFT STARTER 200480 V 210 A, 110"
3RW55446HA14,3RW5544-6HA14,3RW55446HA14,"SIRIUS SOFT STARTER 200480 V 250 A, 110"
3RW55456HA14,3RW5545-6HA14,3RW55456HA14,"SIRIUS SOFT STARTER 200480 V 315 A, 110"
3RW55466HA14,3RW5546-6HA14,3RW55466HA14,3RW55 480V 370A 110250V SCREW
3RW55476HA14,3RW5547-6HA14,3RW55476HA14,3RW55 480V 470A 110250V SCREW
3RW55486HA14,3RW5548-6HA14,3RW55486HA14,"SIRIUS SOFT STARTER 200480 V 570 A, 110"
3RW55526HA14,3RW5552-6HA14,3RW55526HA14,"SIRIUS SOFT STARTER 200480 V 630 A, 110"
3RW55536HA14,3RW5553-6HA14,3RW55536HA14,"SIRIUS SOFT STARTER 200480 V 720 A, 110"
3RW55546HA14,3RW5554-6HA14,3RW55546HA14,"SIRIUS SOFT STARTER 200480 V 840 A, 110"
3RW55566HA14,3RW5556-6HA14,3RW55566HA14,"SIRIUS SOFT STARTER 200480 V 1100 A, 11"
3RW55586HA14,3RW5558-6HA14,3RW55586HA14,"SIRIUS SOFT STARTER 200480 V 1280 A, 11"
3RW59800HS00,3RW5980-0HS00,3RW59800HS00,HMI MODULE STANDARD
3RW59800HF00,3RW5980-0HF00,3RW59800HF00,HMI MODULE HIGHFEATURE
3RW59800CP00,3RW5980-0CP00,3RW59800CP00,COMMUNICATION MODULE PROFIBUS
3RW59800CS00,3RW5980-0CS00,3RW59800CS00,COMMUNICATION MODULE PROFINET STANDARD
3RW59500CH00,3RW5950-0CH00,3RW59500CH00,COMMUNICATION MODULE PROFINET HIGHFEATU
3RW59800CE00,3RW5980-0CE00,3RW59800CE00,COMMUNICATION MODULE ETHERNET/IP
3RW59800CR00,3RW5980-0CR00,3RW59800CR00,COMMUNICATION MODULE MODBUS RTU
3RW59800CT00,3RW5980-0CT00,3RW59800CT00,COMMUNICATION MODULE MODBUS TCP
3RW59500GL20,3RW5950-0GL20,3RW59500GL20,HINGED LID 3RW55/52 WITHOUT CUTOUT
3RW59500GL30,3RW5950-0GL30,3RW59500GL30,SPRING FLAP FOR 3RW55/52 WITH CUTOUT FOR
3RW59500GL40,3RW5950-0GL40,3RW59500GL40,SPRING FLAP FOR 3RW52 WITH CUTOUT FOR HM
3RW59800HD00,3RW5980-0HD00,3RW59800HD00,DOOR MOUNTING KIT IP65 FOR HMI MODULE
3RW59800HC60,3RW5980-0HC60,3RW59800HC60,HMI CONNECTION CABLE 5M DOOR MOUNTING
3RW59000CC00,3RW5900-0CC00,3RW59000CC00,COM connecting cable 0.3 m for 3RW50
3ZY13110AA00,3ZY1311-0AA00,3ZY13110AA00,Push-in lugs for wall mounting of SIRIUS devices
32344E2021A540,MX4:32344E2021A540,MX4:32344E2021A540,CAPACITOR PHICAP 240 VCA 60 HZ 2.5 KVAR
32344E2051A040,MX4:32344E2051A040,MX4:32344E2051A040,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E2071A540,MX4:32344E2071A540,MX4:32344E2071A540,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E2101A040,MX4:32344E2101A040,MX4:32344E2101A040,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E2121A540,MX4:32344E2121A540,MX4:32344E2121A540,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E2151A040,MX4:32344E2151A040,MX4:32344E2151A040,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4051A080,MX4:32344E4051A080,MX4:32344E4051A080,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4071A580,MX4:32344E4071A580,MX4:32344E4071A580,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4101A080,MX4:32344E4101A080,MX4:32344E4101A080,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4151A080,MX4:32344E4151A080,MX4:32344E4151A080,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4162A780,MX4:32344E4162A780,MX4:32344E4162A780,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4202A080,MX4:32344E4202A080,MX4:32344E4202A080,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
32344E4252A080,MX4:32344E4252A080,MX4:32344E4252A080,CAPACITOR PHICAP 480 VCA 60 HZ 30 KVAR
32344E5121A520,MX4:32344E5121A520,MX4:32344E5121A520,CAPACITOR PHICAP 525 VCA 60 HZ 12.5 KVAR
32344E5151A020,MX4:32344E5151A020,MX4:32344E5151A020,CAPACITOR PHICAP 525 VCA 60 HZ 15 KVAR
32344E5201A020,MX4:32344E5201A020,MX4:32344E5201A020,CAPACITOR PHICAP 525 VCA 60 HZ 20 KVAR
32344E5202A020,MX4:32344E5202A020,MX4:32344E5202A020,CAPACITOR PHICAP 525 VCA 60 HZ 25 KVAR
32344E5252A020,MX4:32344E5252A020,MX4:32344E5252A020,CAPACITOR PHICAP 525 VCA 60 HZ 30 KVAR
25667C4866A375,MX4:25667C4866A375,MX4:25667C4866A375,CAPACITOR PHASECAP 480 VCA 60 HZ 7.5 KVA
25667C5127A375,MX4:25667C5127A375,MX4:25667C5127A375,CAPACITOR PHASECAP 525 VCA 60 HZ 10 KVAR
25667C5147A375,MX4:25667C5147A375,MX4:25667C5147A375,CAPACITOR PHASECAP 525 VCA 60 HZ 12.5 KV
25667C5177A375,MX4:25667C5177A375,MX4:25667C5177A375,CAPACITOR PHASECAP 525 VCA 60 HZ 15 KVAR
25667C5237A375,MX4:25667C5237A375,MX4:25667C5237A375,CAPACITOR PHASECAP 525 VCA 60 HZ 20 KVAR
25667C4277A375,MX4:25667C4277A375,MX4:25667C4277A375,CAPACITOR PHASECAP 480 VCA 60 HZ 24 KVAR
25667C4347A375,MX4:25667C4347A375,MX4:25667C4347A375,CAPACITOR PHASECAP 480 VCA 60 HZ 30 KVAR
25667C5287A375,MX4:25667C5287A375,MX4:25667C5287A375,CAPACITOR PHASECAP 525 VCA 60 HZ 25 KVAR
