part_number,mlfb,productos,description
25667C5347A375,MX4:25667C5347A375,MX4:25667C5347A375,CAPACITOR PHASECAP 525 VCA 60 HZ 30 KVAR
44066D7005M221,MX4:44066D7005M221,MX4:44066D7005M221,FILTRO DESINTONIZADO 220 VCA 60 HZ 7% 5
44066D7010M221,MX4:44066D7010M221,MX4:44066D7010M221,FILTRO DESINTONIZADO 220 VCA 60 HZ 7% 10
44066D7012M221,MX4:44066D7012M221,MX4:44066D7012M221,FILTRO DESINTONIZADO 220 VCA 60 HZ 7% 12
44066D7015M221,MX4:44066D7015M221,MX4:44066D7015M221,FILTRO DESINTONIZADO 220 VCA 60 HZ 7% 15
44066D7020M221,MX4:44066D7020M221,MX4:44066D7020M221,FILTRO DESINTONIZADO 220 VCA 60 HZ 7% 20
44066D7025M221,MX4:44066D7025M221,MX4:44066D7025M221,FILTRO DESINTONIZADO 220 VCA 60 HZ 7% 25
44066D7010M481,MX4:44066D7010M481,MX4:44066D7010M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 10
44066D7012M481,MX4:44066D7012M481,MX4:44066D7012M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 12
44066D7015M481,MX4:44066D7015M481,MX4:44066D7015M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 15
44066D7020M481,MX4:44066D7020M481,MX4:44066D7020M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 20
44066D7025M481,MX4:44066D7025M481,MX4:44066D7025M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 25
44066D7027M481,MX4:44066D7027M481,MX4:44066D7027M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 27
44066D7050M481,MX4:44066D7050M481,MX4:44066D7050M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 50
44066D7054M481,MX4:44066D7054M481,MX4:44066D7054M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 54
44066D7100M481,MX4:44066D7100M481,MX4:44066D7100M481,FILTRO DESINTONIZADO 480 VCA 60 HZ 7% 75
44066D1405M221,MX4:44066D1405M221,MX4:44066D1405M221,"REACTOR 14%  220V / 60HZ, 5KVAR,"
44066D1410M221,MX4:44066D1410M221,MX4:44066D1410M221,"REACTOR 14%  220V / 60HZ, 10KVAR,"
44066D1412M221,MX4:44066D1412M221,MX4:44066D1412M221,"REACTOR 14%  220V / 60HZ, 12.5KVAR,"
44066D1415M221,MX4:44066D1415M221,MX4:44066D1415M221,"REACTOR 14%  220V / 60HZ, 15KVAR,"
44066D1420M221,MX4:44066D1420M221,MX4:44066D1420M221,"REACTOR 14%  220V / 60HZ, 20KVAR,"
44066D1425M221,MX4:44066D1425M221,MX4:44066D1425M221,"REACTOR 14%  220V / 60HZ, 25KVAR,"
44066D1410M481,MX4:44066D1410M481,MX4:44066D1410M481,"REACTOR 14%  480V / 60HZ, 10KVAR,"
44066D1412M481,MX4:44066D1412M481,MX4:44066D1412M481,"REACTOR 14%  480V / 60HZ, 12KVAR,"
44066D1415M481,MX4:44066D1415M481,MX4:44066D1415M481,"REACTOR 14%  480V / 60HZ, 15KVAR,"
44066D1420M481,MX4:44066D1420M481,MX4:44066D1420M481,"REACTOR 14%  480V / 60HZ, 20 KVAR,"
44066D1425M481,MX4:44066D1425M481,MX4:44066D1425M481,"REACTOR 14%  480V / 60HZ, 25 KVAR,"
44066D1427M481,MX4:44066D1427M481,MX4:44066D1427M481,"REACTOR 14%  480V / 60HZ, 27 KVAR"
44066D1450M481,MX4:44066D1450M481,MX4:44066D1450M481,"CORRECCIÓN DE FACTOR DE POTENCIA,"
44066D1454M481,MX4:44066D1454M481,MX4:44066D1454M481,"REACTOR 14%  480V / 60HZ, 54 KVAR"
44066D1475M481,MX4:44066D1475M481,MX4:44066D1475M481,"REACTOR 14%  480V / 60HZ, 75 KVAR"
44066R6006S230,MX4:44066R6006S230,MX4:44066R6006S230,"CORRECCIÓN DE FACTOR DE POTENCIA, CONTRO"
44066R7012S230,MX4:44066R7012S230,MX4:44066R7012S230,"CORRECCIÓN DE FACTOR DE POTENCIA, CONTRO"
44066R7112S230,MX4:44066R7112S230,MX4:44066R7112S230,REGULADOR DE ENERGIA REACTIVA BR6000 12
44066R6512E230,MX4:44066R6512E230,MX4:44066R6512E230,REGULADOR DE ENERGIA REACTIVA BR6000 12
44066R7415E230,MX4:44066R7415E230,MX4:44066R7415E230,REGULADOR DE ENERGIA REACTIVA BR7000 15
44066R6106E230,MX4:44066R6106E230,MX4:44066R6106E230,CONTROLADOR BR6000 SERIE T (PARA TIRISTO
44066R7412E230,MX4:44066R7412E230,MX4:44066R7412E230,CONTROLADOR BR7000 PARA TIRISTOR 12 PASO
44066R7612E230,MX4:44066R7612E230,MX4:44066R7612E230,CONTROLADOR BR7000 TIRISTOR CON PROTOCOL
44066R7615E230,MX4:44066R7615E230,MX4:44066R7615E230,CONTROLADOR BR7000 TIRISTOR 15 PASOS
44066R7013E230,MX4:44066R7013E230,MX4:44066R7013E230,MÓDULO DE INTERFACE P/BR7000
44066R1311E230,MX4:44066R1311E230,MX4:44066R1311E230,DATA LOGGER BR6000R12/S485 BR 7000
44066R3333E230,MX4:44066R3333E230,MX4:44066R3333E230,RS485USBADAPTER FOR CONTROLLERS
44066R1611E230,MX4:44066R1611E230,MX4:44066R1611E230,RJ45 ADAPTER 1XRJ45 FOR BR7000
44066R1711E230,MX4:44066R1711E230,MX4:44066R1711E230,CONVERTIDOR A TERMINAR RJ45 2X RJ45 BR
44066R1703E230,MX4:44066R1703E230,MX4:44066R1703E230,"TOUCH PANEL VIPXTP, COUPLING FOR 3"
44066R1411E230,MX4:44066R1411E230,MX4:44066R1411E230,"UCM5, BUS COMPATIBLE S0IMPULSE MODULE"
44066M7777E230,MX4:44066M7777E230,MX4:44066M7777E230,ANALIZADOR DE REDES MC70003
44066M1303E230,MX4:44066M1303E230,MX4:44066M1303E230,3 LAZOS FLEXIBLES 3000 AMPERES
44066T3850E408,MX4:44066T3850E408,MX4:44066T3850E408,TSMLCN480 THYRISTOR MODULE  50KVAR /
44066T3100E408,MX4:44066T3100E408,MX4:44066T3100E408,TSMLCN480 THYRISTOR MODULE  100KVAR /
3RT26251NB35,3RT2625-1NB35,3RT26251NB35,CONT. AC6B:16.7KVAR 1NO+2NC 2128VAC/DC
3RT26251NF35,3RT2625-1NF35,3RT26251NF35,"CONTACTOR PARA CONDENSADOR, AC6B 16,7 K"
3RT26251NP35,3RT2625-1NP35,3RT26251NP35,"CONTACTOR, AC  6 B, 16,7 KVAR"
3RT26271NB35,3RT2627-1NB35,3RT26271NB35,CONT. AC6B:25KVAR 1NO+2NC 2128V AC/DC
3RT26271NF35,3RT2627-1NF35,3RT26271NF35,"CONTACTOR, AC  6 B, 25 KVAR /"
3RT26271NP35,3RT2627-1NP35,3RT26271NP35,"CONTACTOR, AC  6 B, 25 KVAR /"
3RT26361NB35,3RT2636-1NB35,3RT26361NB35,"CONTACTOR, AC  6 B, 50 KVAR /"
3RT26361NF35,3RT2636-1NF35,3RT26361NF35,"CONTACTOR, AC  6 B, 50 KVAR /"
3RT26361NP35,3RT2636-1NP35,3RT26361NP35,"CONTACTOR, AC  6 B, 50 KVAR /"
44066T0033E400,MX4:44066T0033E400,MX4:44066T0033E400,RESISTENCIA DE DESCARGA
44066E9900L001,MX4:44066E9900L001,MX4:44066E9900L001,RESISTENCIA DE DESCARGA RAPIDA
BF050240,MX4:BF050240,MX4:BF050240,B.F. (BF050240) 1 CELDA
BF075240,MX4:BF075240,MX4:BF075240,BANCO DE CAPACITORES 7.5 KVAR 240 V AC 6
BF100240,MX4:BF100240,MX4:BF100240,BANCO DE CAPACITORES 10 KVAR 240 V AC 60
BF150240,MX4:BF150240,MX4:BF150240,BANCO DE CAPACITORES 15 KVAR 240 V AC 60
BF200240,MX4:BF200240,MX4:BF200240,BANCO DE CAPACITORES 20 KVAR 240 V AC 60
BF300240,MX4:BF300240,MX4:BF300240,BANCO DE CAPACITORES 30 KVAR 240 V AC 60
BF400240,MX4:BF400240,MX4:BF400240,BANCO DE CAPACITORES 40 KVAR 240 V AC 60
BF500240,MX4:BF500240,MX4:BF500240,BANCO DE CAPACITORES 50 KVAR 240 V AC 60
BF050480,MX4:BF050480,MX4:BF050480,BANCO DE CAPACITORES 5 KVAR 440 V AC 60
BF100480,MX4:BF100480,MX4:BF100480,BANCO DE CAPACITORES 10 KVAR 440 V AC 60
BF150480,MX4:BF150480,MX4:BF150480,BANCO DE CAPACITORES 15 KVAR 440 V AC 60
BF200480,MX4:BF200480,MX4:BF200480,BANCO DE CAPACITORES 20 KVAR 440 V AC 60
BF250480,MX4:BF250480,MX4:BF250480,BANCO DE CAPACITORES 25 KVAR 440 V AC 60
BF300480,MX4:BF300480,MX4:BF300480,BANCO DE CAPACITORES 30 KVAR 440 V AC 60
BF400480,MX4:BF400480,MX4:BF400480,BANCO DE CAPACITORES 40 KVAR 440 V AC 60
BF500480,MX4:BF500480,MX4:BF500480,BANCO DE CAPACITORES 50 KVAR 440 V AC 60
BF600480,MX4:BF600480,MX4:BF600480,BANCO DE CAPACITORES 60 KVAR 440 V AC 60
BF700480,MX4:BF700480,MX4:BF700480,BANCO DE CAPACITORES 70 KVAR 480 V AC 60
BF750480,MX4:BF750480,MX4:BF750480,BANCO DE CAPACITORES 75 KVAR 480 V AC 60
BF800480,MX4:BF800480,MX4:BF800480,BANCO DE CAPACITORES 80 KVAR 480 V AC 60
BF900480,MX4:BF900480,MX4:BF900480,BANCO DE CAPACITORES 90 KVAR 480 V AC 60
BFT050240,MX4:BFT050240,MX4:BFT050240,"BANCO DE CAPACITORES 5 KVAR, 240 V AC, 6"
BFT100240,MX4:BFT100240,MX4:BFT100240,"BANCO DE CAPACITORES 10 KVAR, 240 V AC,"
BFT150240,MX4:BFT150240,MX4:BFT150240,"BANCO DE CAPACITORES 15 KVAR, 240 V AC,"
BFT200240,MX4:BFT200240,MX4:BFT200240,"BANCO DE CAPACITORES 20 KVAR, 240 V AC,"
BFT250240,MX4:BFT250240,MX4:BFT250240,"BANCO DE CAPACITORES 25 KVAR, 240 V AC,"
BFT300240,MX4:BFT300240,MX4:BFT300240,"BANCO DE CAPACITORES 30 KVAR, 240 V AC,"
BFT400240,MX4:BFT400240,MX4:BFT400240,"BANCO DE CAPACITORES 40 KVAR, 240 V AC,"
BFT500240,MX4:BFT500240,MX4:BFT500240,"BANCO DE CAPACITORES 50 KVAR, 240 V AC,"
BFT050480,MX4:BFT050480,MX4:BFT050480,"BANCO DE CAPACITORES 5 KVAR, 480 V AC, 6"
BFT100480,MX4:BFT100480,MX4:BFT100480,"BANCO DE CAPACITORES 10 KVAR, 480 V AC,"
BFT150480,MX4:BFT150480,MX4:BFT150480,"BANCO DE CAPACITORES 15 KVAR, 480 V AC,"
BFT200480,MX4:BFT200480,MX4:BFT200480,"BANCO DE CAPACITORES 20 KVAR, 480 V AC,"
BFT250480,MX4:BFT250480,MX4:BFT250480,"BANCO DE CAPACITORES 25 KVAR, 480 V AC,"
BFT300480,MX4:BFT300480,MX4:BFT300480,"BANCO DE CAPACITORES 30 KVAR, 480 V AC,"
BFT400480,MX4:BFT400480,MX4:BFT400480,"BANCO DE CONDENSADORES 40 KVAR, 480 V AC"
BFT500480,MX4:BFT500480,MX4:BFT500480,"BANCO DE CAPACITORES 50 KVAR, 480 V AC,"
BFT600480,MX4:BFT600480,MX4:BFT600480,"BANCO DE CAPACITORES 60 KVAR, 480 V AC,"
BFT700480,MX4:BFT700480,MX4:BFT700480,"BANCO DE CAPACITORES 70 KVAR, 480 V AC,"
BFT800480,MX4:BFT800480,MX4:BFT800480,"BANCO DE CAPACITORES 80 KVAR, 480 V AC,"
BFT900480,MX4:BFT900480,MX4:BFT900480,BFT900480
44066F3075S448,MX4:44066F3075S448,MX4:44066F3075S448,FILTRO ACTIVO 3F3H MONTAJE EN PARED 75 A
44066F3090S448,MX4:44066F3090S448,MX4:44066F3090S448,FILTRO ACTIVO 3F3H MONTAJE EN PARED 90 A
44066F4075S448,MX4:44066F4075S448,MX4:44066F4075S448,FILTRO ACTIVO 3F4H MONTAJE EN PARED 75 A
44066F4090S448,MX4:44066F4090S448,MX4:44066F4090S448,FILTRO ACTIVO 3F4H MONTAJE EN PARED 90 A
44066F3150S416,MX4:44066F3150S416,MX4:44066F3150S416,FILTRO ACTIVO 3F3H MONTAJE 150 A
44066F3225S416,MX4:44066F3225S416,MX4:44066F3225S416,FILTRO ACTIVO 3F3H MONTAJE 225 A
44066F3300S416,MX4:44066F3300S416,MX4:44066F3300S416,FILTRO ACTIVO 3F3H MONTAJE 300 A
44066F3450S415,MX4:44066F3450S415,MX4:44066F3450S415,FILTRO ACTIVO 3F3H MONTAJE 450 A
44066F4150S416,MX4:44066F4150S416,MX4:44066F4150S416,FILTRO ACTIVO 3F4H MONTAJE 150 A.
44066F4225S416,MX4:44066F4225S416,MX4:44066F4225S416,FILTRO ACTIVO 3F4H MONTAJE 225 A.
44066F4300S416,MX4:44066F4300S416,MX4:44066F4300S416,FILTRO ACTIVO 3F4H 480 V CA. MONTAJE AUT
44066F4450S415,MX4:44066F4450S415,MX4:44066F4450S415,FILTRO ACTIVO 3F4H MONTAJE 450 A.
32344E4121A580,MX4:32344E4121A580,MX4:32344E4121A580,"CORRECCIÓN DE FACTOR DE POTENCIA, CONDEN"
25674A6132J900,MX4:25674A6132J900,MX4:25674A6132J900,CAPACITOR 600 V C.A. 15 KVAR
25674A6142J600,MX4:25674A6142J600,MX4:25674A6142J600,"PHASECAPENERGY 17.5KVAR, 600V, 60HZ, 3PH"
25674A6162J700,MX4:25674A6162J700,MX4:25674A6162J700,CAPACITOR 600 V C.A. 20 KVAR
25674A6202J000,MX4:25674A6202J000,MX4:25674A6202J000,"PHASECAPENERGY 24KVAR, 600V, 60HZ, 3PH"
25674A6202J800,MX4:25674A6202J800,MX4:25674A6202J800,CAPACITOR 600 V C.A. 25 KVAR
25674A6252J000,MX4:25674A6252J000,MX4:25674A6252J000,"PHASECAPENERGY 30KVAR, 600V, 60HZ, 3PH"
44066F9999S230,MX4:44066F9999S230,MX4:44066F9999S230,PANTALLA TOUCH HMI
A7B10000002755,MX4:3RE51514AB260AN6,A7B10000002755,K915 (3RE51514AB260AN6) 5220
7KT12810AA00,7KT1281-0AA00,7KT12810AA00,Controlador SEM3T sin Wi-Fi
7KT12810AA10,7KT1281-0AA10,7KT12810AA10,Controlador SEM3T con Wi-Fi
7KT12811AA00,7KT1281-1AA00,7KT12811AA00,Modulo para sensado SEM3T
7KT12812SA00,7KT1281-2SA00,7KT12812SA00,"Sensor para SEM3T zapata tipo ojillo 1/4"""
7KT12812SA01,7KT1281-2SA01,7KT12812SA01,"Sensor para SEM3T zapata tipo ojillo 5/16"""
7KT12812SA02,7KT1281-2SA02,7KT12812SA02,"Sensor para SEM3T zapata tipo ojillo 3/8"""
7KT12812SA03,7KT1281-2SA03,7KT12812SA03,"Sensor para SEM3T zapata tipo ojillo 1/2"""
7KT12812CA00,7KT1281-2CA00,7KT12812CA00,Sensor para SEM3T terminal tipo cilindrico
7KT12818AN00,7KT1281-8AN00,7KT12818AN00,Antena Wi-Fi y accesorios para SEM3T
7KN13100MC000AA8,7KN1310-0MC00-0AA8,7KN13100MC000AA8,Powercenter 3000
3RA19542A,3RA1954-2A,3RA19542A,"INTERLOCK MECÁNICO PARA CONTACTORES S6,S10, S12"
3RA19542G,3RA1954-2G,3RA19542G,CONECTOR PARA ARRANCADORES ESTRELLA DELTA
3RB20561FW2,3RB2056-1FW2,3RB20561FW2,RELEVADOR DE SOBRECARGA 50-200 A TAMAÑO S6
3RB20661MC2,3RB2066-1MC2,3RB20661MC2,RELEVADOR DE SOBRECARGA 150-630 A A TAMAÑO S10/S12
7PV15381AW30,7PV1538-1AW30,7PV15381AW30,RELEVADOR TEMPORIZADOR CON RETARDO 0.05S-100 H 12-240 V c.a./V c.d.
3VW90110AT46,3VW9011-0AT46,3VW90110AT46,"accesorio, interruptor automático 3WA, adaptador para suministro de energía ETU300 con TD400 para prueba automática"
3VW90110AT40,3VW9011-0AT40,3VW90110AT40,TESTER TD 400
7KN27200CE001YC1,7KN2720-0CE00-1YC1,7KN27200CE001YC1,licencia estándar para habilitar la función de prueba en el software SENTRON powerconfig para probar las funciones de protección de los interruptores automáticos SENTRON.
7KN27200CE002YC1,7KN2720-0CE00-2YC1,7KN27200CE002YC1,licencia avanzada  para habilitar la función de prueba en el software SENTRON powerconfig para probar las funciones de protección ampliadas de los interruptores 3WA.
3WA91110ES52,3WA9111-0ES52,3WA91110ES52,Licencia  para  medicion  PMFII
3WA91110ES53,3WA9111-0ES53,3WA91110ES53,Licencia  para  medicion  PMFIII
S3VA53T2D,US2:S3VA53T2D,MX:S3VA53T2D,"KIT P5 GEMELO P/3VA, 6.25"", 400A, 3VA53, 3VA63"
S3VA54T2D,US2:S3VA54T2D,MX:S3VA54T2D,"KIT P5 GEMELO P/3VA, 6.25"", 600A, 3VA54, 3VA64"
S3VA55TD,US2:S3VA55TD,MX:S3VA55TD,"KIT P5 SENCILLO P/3VA, 8.75"", 800A, 3VA55, 3VA65, 3VA66"
S3VA57TD,US2:S3VA57TD,MX:S3VA57TD,"KIT P5 SENCILLO P/3VA, 10.00"", 1200A, 3VA57, 3VA67"
S3VA52PR,US2:S3VA52PR,MX:S3VA52PR,"MONTAJE GEMELO INTERRUPTORES 3VA52, 3VA61, 3VA62"
S3VA53PR,US2:S3VA53PR,MX:S3VA53PR,"MONTAJE GEMELO INTERRUPTORES 3VA53, 3VA63, 3VA54, 3VA64"
MBKVA41A,US2:MBKVA41A,MX:MBKVA41A,CONECTOR PARA BREAKERS TIPO 3 VA PRINCIPAL / INTERRUPTOR SUBDERIVADO 1 FASE
MBKVA41B,US2:MBKVA41B,MX:MBKVA41B,CONECTOR PARA BREAKERS TIPO 3 VA PRINCIPAL / INTERRUPTOR SUBDERIVADO 3 FASES
MBKVA5363A,US2:MBKVA5363A,MX:MBKVA5363A,CONECTOR PARA BREAKERS TIPO 3VA PRINCIPAL INTERRUPTOR 1 Y 3 FASES
8MX6002P,MX2:8MX6002P,MEX:8MX6002P,8MX SIN TAPAS LATERALES FRENTE 600 2 PUERTAS
8MX6003P,MX2:8MX6003P,MEX:8MX6003P,8MX SIN TAPAS LATERALES FRENTE 600 3 PUERTAS
8MX8002P,MX2:8MX8002P,MEX:8MX8002P,8MX SIN TAPAS LATERALES FRENTE 800 2 PUERTAS
8MX8003P,MX2:8MX8003P,MEX:8MX8003P,8MX SIN TAPAS LATERALES FRENTE 800 3 PUERTAS
SE6D,MX2:SE6D,MEX:SE6D,"KIT P5 GEMELO P/ED 3.75"",125A"
SF6D,MX2:SF6D,MEX:SF6D,"KIT P5 GEMELO P/FXD 5"",250A"
SJL2D,MX2:SJL2D,MEX:SJL2D,"KIT P5 GEMELO P/JXD 8.75"",400/600A"
SJL1D,MX2:SJL1D,MEX:SJL1D,"KIT P5 SENCILLO P/JXD 8.75"",400/600A"
SLM1D,MX2:SLM1D,MEX:SLM1D,"KIT P5 SENCILLO P/LMXD 8.75"",800A"
SMND,MX2:SMND,MEX:SMND,"KIT P5 SENCILLO P/ND 10"",1200A"
3WAPACK1250,MX2:3WAPACK1250,MEX:3WAPACK1250,TABLERO DIST 3WLPACK 1250A C/MEDICION
3WAPACK1600,MX2:3WAPACK1600,MEX:3WAPACK1600,TABLERO DIST 3WLPACK 1600A C/MEDICION
3WAPACK2000,MX2:3WAPACK2000,MEX:3WAPACK2000,TABLERO DIST 3WLPACK 2000A C/MEDICION
3WAPACK2500,MX2:3WAPACK2500,MEX:3WAPACK2500,TABLERO DIST 3WLPACK 2500A C/MEDICION
3WAPACK3200,MX2:3WAPACK3200,MEX:3WAPACK3200,TABLERO DIST 3WLPACK 3200A C/MEDICION
3WAPACK4000,MX2:3WAPACK4000,MEX:3WAPACK4000,TABLERO DIST 3WLPACK 4000A C/MEDICION
3UG55121BR20,3UG5512-1BR20,3UG55121BR20,"relé de vigilancia vigilancia de pérdida de fase, de secuencia de fases y vigilancia de desequilibri"
3UG55141BR20,3UG5514-1BR20,3UG55141BR20,"relé de vigilancia vigilancia de pérdida de fase, de secuencia de fases, de desequilibrio y vigilancia de subtensión"
3UG56181CR20,3UG5618-1CR20,3UG56181CR20,"relé de vigilancia vigilancia de pérdida de fase, de secuencia de fases, de asimetría, de frecuencia, de sobretensión y vigilancia de subtensión"
3SB62100AB401FA0,3SB6210-0AB40-1FA0,3SB62100AB401FA0,"Pulsador compacto 22 mm, redondo, de plástico"
8WD46155HH47,8WD4615-5HH47,8WD46155HH47,"de columna de señalización, IO-Link, 15 segmentos, sin sonido"
8WD46135HH47,8WD4613-5HH47,8WD46135HH47,"de columna de señalización, IO-Link, 9 segmentos, sin sonido"
8WD46155HH37,8WD4615-5HH37,8WD46155HH37,"de columna de señalización, USB, 15 segmentos, sin sonido"
8WD46135HH37,8WD4613-5HH37,8WD46135HH37,"de columna de señalización, USB, 9 segmentos, sin sonido"
8WD46155JH47,8WD4615-5JH47,8WD46155JH47,"de columna de señalización, IO-Link, 15 segmentos, con sonido"
8WD46135JH47,8WD4613-5JH47,8WD46135JH47,"de columna de señalización, IO-Link, 9 segmentos, con sonido"
8WD46155JH37,8WD4615-5JH37,8WD46155JH37,"de columna de señalización, USB, 15 segmentos, con sonido"
8WD46135JH37,8WD4613-5JH37,8WD46135JH37,"de columna de señalización, USB, 9 segmentos, con sonido"
3ZS13226CC180YA5,3ZS1322-6CC18-0YA5,3ZS13226CC180YA5,SIRIUS SIMOCODE ES V20 Professional
3SB61103AA241MK0,3SB6110-3AA24-1MK0,3SB61103AA241MK0,BOTON DOMINO PLASTICO
3ZS13262CC130YA5,3ZS1326-2CC13-0YA5,3ZS13262CC130YA5,SIRIUS Safety ES V20 Pro DVD
3ZS13262CC130YE5,3ZS1326-2CC13-0YE5,3ZS13262CC130YE5,SIRIUS Safety ES V20 Pro Upgrade
3ZS67100CC110BA0,3ZS67100CC11-0BA0,3ZS67100CC110BA0,"WinPM.Net V11.0 New (incluye 5 Medidores DL's, 2 Web CL's, 1 Eng CL)"
3ZS68120CC110BA2,3ZS68120CC11-0BA2,3ZS68120CC110BA2,WinPM.Net V11.0 9xxx Meter Device License Limit 6 to 50
3ZS68130CC110BA2,3ZS68130CC11-0BA2,3ZS68130CC110BA2,WinPM.Net V11.0 9xxx Meter Device License Limit 51 to 100
3ZS68140CC110BA2,3ZS68140CC11-0BA2,3ZS68140CC110BA2,WinPM.Net V11.0 9xxx Meter Device License Limit 101 to 1000
7KM42201BA011EA0,7KM4220-1BA01-1EA0,7KM42201BA011EA0,"SENTRON PAC4220, Power Monitoring Device con pantalla TFT en color"
7KN27102CE400YC0,7KN2710-2CE40-0YC0,7KN27102CE400YC0,POWERMANAGER LICENCIA DE SOFTWARE PARA HASTA 10 DISPOSITIVOS.EL PRODUCTO SÓLO ES DESCARGABLE.
7KN27111CE400YC0,7KN2711-1CE40-0YC0,7KN27111CE400YC0,POWERMANAGER AMPLIACIÓN DE 10 A 20 DISPOSITIVOS EN RED. EL PRODUCTO SÓLO ES DESCARGABLE.
7KN27112CE400YC0,7KN2711-2CE40-0YC0,7KN27112CE400YC0,POWERMANAGER AMPLIACIÓN DE 10 A 50 DISPOSITIVOS EN RED .EL PRODUCTO SÓLO ES DESCARGABLE.
7KN27120CE400YC1,7KN2712-0CE40-0YC1,7KN27120CE400YC1,"PAQUETE OPCIONAL POWERMANAGER EDITOR GRÁFICO SIN LIMITACIONES ESPECIALMENTE INDICADO PARA PARTNERS COMO SOLUTION PROVIDER, CUADRISTAS, ETC.EL PRODUCTO SÓLO ES DESCARGABLE."
3UG56421CW30,3UG5642-1CW30,3UG56421CW30,relé de vigilancia digital vigilancia de corriente
3UG56431CS20,3UG5643-1CS20,3UG56431CS20,"relé de vigilancia digital vigilancia de corriente, corriente activa, tensión, cos phi y vigilancia de potencia"
3UG56511CW30,3UG5651-1CW30,3UG56511CW30,"Speed monitor, 24-240VAC/DC, 2CO"
3UF80112AB000,3UF8011-2AB00-0,3UF80112AB000,basic unit SIMOCODE M-CP MCC
3UF80112AU000,3UF8011-2AU00-0,3UF80112AU000,basic unit SIMOCODE M-CP MCC
3UF81101AA000,3UF8110-1AA00-0,3UF81101AA000,current/voltage meas. module 0.3-40 A
3UF81111AA000,3UF8111-1AA00-0,3UF81111AA000,current/voltage meas. module 10-115 A
3UF81121AA000,3UF8112-1AA00-0,3UF81121AA000,current/voltage meas. module 63-630 A
3UF82001AA000,3UF8200-1AA00-0,3UF82001AA000,operator panel
3UF89200AA000,3UF8920-0AA00-0,3UF89200AA000,DIN rail adapter for BU / IUM
3UF89220AA000,3UF8922-0AA00-0,3UF89220AA000,mounting adapter for OP  95 mm
3UF89220BA000,3UF8922-0BA00-0,3UF89220BA000,mounting adapter for OP WxH (mm) 105x42
3UF89230AA000,3UF8923-0AA00-0,3UF89230AA000,Sealing IP54 for BU / OP
3UF89320BA000,3UF8932-0BA00-0,3UF89320BA000,connection cable f. operator panel 0.5 m
3UF89370BA000,3UF8937-0BA00-0,3UF89370BA000,connection cable f. operator panel 1.0 m
3UF89500AA000,3UF8950-0AA00-0,3UF89500AA000,busbar connection set for IUM 63-630 A
3UF89510AA000,3UF8951-0AA00-0,3UF89510AA000,connection part set M10X30 / M8X25
3RC71401EE00,3RC7140-1EE00,3RC71401EE00,ILM ST Direct Starter 0.4-4 A (S00)
3RC71401KE00,3RC7140-1KE00,3RC71401KE00,ILM ST Direct Starter 1.2-12 A (S00)
3RC71404EE01,3RC7140-4EE01,3RC71404EE01,ILM ST Direct Starter 3.5-32 A (S0)
3RC71401EE10,3RC7140-1EE10,3RC71401EE10,ILM HF Direct Starter 0.4-4 A (S00)
3RC71401KE10,3RC7140-1KE10,3RC71401KE10,ILM HF Direct Starter 1.2-12 A (S00)
3RC71404EE11,3RC7140-4EE11,3RC71404EE11,ILM HF Direct Starter 3.5-32 A (S0)
3RC71411EE00,3RC7141-1EE00,3RC71411EE00,ILM ST Reversing Starter 0.4-4 A (S00)
3RC71411KE00,3RC7141-1KE00,3RC71411KE00,ILM ST Reversing Starter 1.2-12 A (S00)
3RC71414EE01,3RC7141-4EE01,3RC71414EE01,ILM ST Reversing Starter 3.5-32 A (S0)
3RC71411EE10,3RC7141-1EE10,3RC71411EE10,ILM HF Reversing Starter 0.4-4 A (S00)
3RC71411KE10,3RC7141-1KE10,3RC71411KE10,ILM HF Reversing Starter 1.2-12 A (S00)
3RC71414EE11,3RC7141-4EE11,3RC71414EE11,ILM HF Reversing Starter 3.5-32 A (S0)
3RA84121EE00,3RA8412-1EE00,3RA84121EE00,ILF ST Direct Starter 0.4-4 A (S00)
3RA84111KE00,3RA8411-1KE00,3RA84111KE00,ILF ST Direct Starter 1.2-12 A (S00)
3RA84224EE00,3RA8422-4EE00,3RA84224EE00,ILF ST Direct Starter 3.5-32 A (S0)
3RA84121EE10,3RA8412-1EE10,3RA84121EE10,ILF HF Direct Starter 0.4-4 A (S00)
3RA84111KE10,3RA8411-1KE10,3RA84111KE10,ILF HF Direct Starter 1.2-12 A (S00)
3RA84224EE10,3RA8422-4EE10,3RA84224EE10,ILF HF Direct Starter 3.5-32 A (S0)
3RA85121EE00,3RA8512-1EE00,3RA85121EE00,ILF ST Reversing Starter 0.4-4 A (S00)
3RA85111KE00,3RA8511-1KE00,3RA85111KE00,ILF ST Reversing Starter 1.2-12 A (S00)
3RA85224EE00,3RA8522-4EE00,3RA85224EE00,ILF ST Reversing Starter 3.5-32 A (S0)
3RA85121EE10,3RA8512-1EE10,3RA85121EE10,ILF HF Reversing Starter 0.4-4 A (S00)
